number,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
5786,5kKSQULHCPFE7CKMPrkAtP,Aimer,Penny Rain,I beg you,53,267213,False,0.456,0.893,5,-2.825,0,0.0813,0.00321,0.0,0.121,0.478,127.884,4,anime
5787,1yUV3xzgaFWG2Koe9Sfcwd,BURNOUT SYNDROMES,Good Morning [New] World!,Good Morning [New] World!,51,258613,False,0.39,0.916,0,-2.859,1,0.0579,0.0229,0.0,0.197,0.483,92.118,4,anime
5788,128O9eMy6nf4K40g7dALBb,Rustage,Gol D Roger,Gol D Roger,44,175285,True,0.831,0.877,1,-4.59,1,0.346,0.364,0.0,0.102,0.813,140.088,4,anime
5789,6qX3zkcaTiA3ZYfrLJGXVL,Macaroni Empitsu,ハッピーエンドへの期待は,ワルツのレター,35,226216,False,0.655,0.734,3,-7.488,0,0.0342,0.0818,2.12e-06,0.105,0.69,108.001,4,anime
5790,60NNjFuigXAbCPftSfM1NW,BiSH,GOiNG TO DESTRUCTiON,BROKEN,35,267547,False,0.385,0.925,0,-5.48,1,0.0762,1.03e-05,0.253,0.155,0.435,174.125,4,anime
5791,1OAp6qN5KmoGUQ2edICKsC,DECO*27,GHOST,Ghost Rule,61,210000,False,0.564,0.894,2,-4.596,1,0.0601,0.0279,0.0,0.281,0.472,104.955,4,anime
5792,7gAEbjSCRgZhE1YjiO5ZPV,神崎エルザ;ReoNa,Prologue,ALONE,34,301253,False,0.558,0.847,4,-3.939,1,0.0515,0.0538,0.0,0.252,0.458,98.031,4,anime
5793,7mGD2p1TAGLr2fvlKYC2gN,Bruce Faulconer,The Best of DragonBall Z - Volume I,Vegeta - Super Saiyan,45,57853,False,0.305,0.893,5,-9.621,0,0.048,0.000746,0.914,0.366,0.173,120.226,4,anime
5794,6RlQyzPR0aSg0OV3BOK0Iv,Adrian Barba,Somos un Solo Ser,Por Siempre Soñando,34,212640,False,0.435,0.872,1,-2.88,1,0.0531,0.753,0.0,0.144,0.636,146.013,4,anime
5795,6ggnapftW7usRNzONIvips,Nattalia Sarria,Anime Music Collection,"Tengo la Fe (From ""Digimon"")",34,96995,False,0.644,0.738,6,-7.635,0,0.0331,0.691,0.0,0.136,0.83,133.982,4,anime
5796,7p0g3EkZiRhs8KxV0yWWnY,Meychan,TOKYO - HALLOWEEN -,Obsolete,0,174373,True,0.645,0.933,1,-3.588,1,0.0705,0.00675,1.27e-06,0.32,0.761,127.993,4,anime
5797,00MVmhRLK69vu0qCcgsM60,Doblecero,Rap de Jack el Destripador,Rap de Jack el Destripador,34,244298,False,0.823,0.795,3,-4.337,0,0.29,0.381,0.0,0.121,0.481,150.058,4,anime
5798,4ngcHDqUczJIyFkhnbClqE,Tricker,"Traitor's Requiem (From ""JoJo's Bizarre Adventure: Golden Wind"") [Spanish Version]","Traitor's Requiem (From ""JoJo's Bizarre Adventure: Golden Wind"") - Spanish Version",34,217005,False,0.324,0.909,1,-6.1,0,0.166,0.00963,0.0,0.0917,0.367,168.113,4,anime
5799,3RlySx1cM6J90ObivGvzFg,Danie Green,Zankyou Sanka,Zankyou Sanka,34,185942,False,0.465,0.968,11,-2.129,1,0.0949,0.0293,0.0,0.0535,0.701,170.953,4,anime
5800,3fPKBKKDNS1VFsVjkTmRFw,UVERworld,Touch off,Touch off,47,260706,False,0.499,0.891,4,-3.757,0,0.0459,2.86e-05,0.000313,0.28,0.215,99.995,4,anime
5801,5RpCdEgSjTVIyziY4Ln8Ju,Eve,Kaikai Kitan,Kaikai Kitan,49,219234,False,0.565,0.919,5,-3.378,0,0.0898,0.0128,0.0,0.292,0.565,92.325,4,anime
5802,7uulkOL4yWt0J6qlJxLBA1,NICO Touches the Walls,Diver,Diver,49,250600,False,0.339,0.912,11,-2.159,0,0.0765,0.000203,0.0,0.0483,0.458,148.993,4,anime
5803,2rIvJfWcBBQVRQn3VVWw9F,Vxnity,Baki,Baki,34,84532,True,0.721,0.738,0,-9.998,1,0.178,0.0305,0.185,0.0994,0.596,82.473,4,anime
5804,4RN2wwg7BaUA3A40s1F9Gs,Yuki Hayashi;Asami Tachibana,TVアニメ「ハイキュー!!」 オリジナルサウンドトラック,ハイキュー!!,42,234360,False,0.567,0.585,0,-10.229,1,0.0272,0.019,0.872,0.0679,0.371,134.981,4,anime
5805,08hlaHY7ssHzr2MvBKyKvt,Theishter,Watashi No Uso (Your Lie in April Original Soundtrack),Watashi No Uso (Your Lie in April Original Soundtrack),48,240071,False,0.349,0.0154,0,-26.107,1,0.0632,0.991,0.875,0.092,0.102,73.862,4,anime
5806,3okYYZTWf6Z2MLxwdDkwVw,Yuu Miyashita;NILFRUITS,Wozwald,Wozwald,53,292761,False,0.726,0.74,11,-7.133,0,0.144,0.0617,0.0192,0.351,0.914,138.979,4,anime
5807,2xL6YS9TucCVbIpLXawfFC,Eve,Smile,Yamiyo,47,230635,False,0.504,0.628,11,-4.333,0,0.0347,0.159,0.0,0.111,0.257,159.978,4,anime
5808,3YblgwBrb747gUzuh2CgYF,KANA-BOON,Torch of Liberty,Torch of Liberty,54,185166,False,0.447,0.934,5,-1.998,1,0.066,0.00422,0.0,0.337,0.356,94.983,4,anime
5809,6sAiL6OJWlehiYXwLjVN2R,Khantrast;Musicality,Tsukuyomi,Tsukuyomi,46,106075,True,0.654,0.754,5,-8.915,0,0.292,0.196,0.0,0.098,0.476,143.15,1,anime
5810,3te3fXG8cXgAMZdbe6L0Fv,Kijugo,Cry Baby but is it okay if it's lofi?,Cry Baby but is it okay if it's lofi?,42,124500,False,0.715,0.22,10,-16.329,0,0.0553,0.909,0.902,0.233,0.477,80.02,4,anime
5811,4Kw21nj46vjq6tWWmDMz4d,Beau.,Akatsuki,Akatsuki,43,128104,True,0.823,0.663,7,-8.267,1,0.254,0.557,0.0,0.182,0.49,120.215,4,anime
5812,4VwZ9jqqM8rl5SqjdxHVka,Khantrast,You Got Jokes,You Got Jokes,55,145379,True,0.754,0.677,10,-9.005,0,0.224,0.119,0.0,0.261,0.756,101.91,4,anime
5813,6oh6pyBUaJWZbhQKsq0iAm,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",Bauklotze,48,236253,False,0.545,0.705,11,-5.51,0,0.0525,0.076,0.0024,0.445,0.226,89.939,4,anime
5814,1zjqwj6d2sZTsw0ogGTSUe,the peggies,The GARDEN,足跡,50,227640,False,0.387,0.799,9,-2.189,1,0.0369,0.000923,1.07e-05,0.0891,0.784,163.936,4,anime
5815,5BbCTsFpRotDXwfdvnw6DI,藤川千愛,ライカ (Special Edition),きみの名前,49,301000,False,0.613,0.563,6,-3.621,1,0.0257,0.26,0.0,0.124,0.281,81.072,4,anime
5816,6P4rZKI2rllSvZWAx3uiVo,Shiki-TMNS;Kodama Boy;Big Gay,Baddest Bitch,Baddest Bitch,49,180773,True,0.665,0.632,5,-8.961,0,0.358,0.41,0.0,0.122,0.467,150.265,4,anime
5817,2lD8rPegYoYC1WucU3vU1W,ReoNa,ないない (Special Edition),ないない,53,254093,False,0.626,0.758,5,-4.643,0,0.0436,0.0152,0.0,0.14,0.821,130.047,4,anime
5818,6IguK9VYQQSw7XeomG6QEc,Kijugo,Kyouran Hey Kids but is it okay if it's lofi?,Kyouran Hey Kids but is it okay if it's lofi?,45,102616,False,0.803,0.58,10,-13.157,0,0.108,0.559,0.888,0.0709,0.79,125.017,4,anime
5819,4pRqq3MwcqitKqNO8rOrOb,Official HIGE DANdism,I Love...,I Love...,43,282026,False,0.54,0.706,9,-5.235,1,0.0543,0.0171,0.0,0.225,0.385,172.021,4,anime
5820,2rizK3oastlZwyoYwrcLgC,Aimer,Walpurgis,春はゆく,52,305386,False,0.397,0.427,5,-6.954,0,0.0271,0.186,0.0,0.0976,0.227,80.035,4,anime
5821,2MnzcFPMLMo8lgOt5xSS8x,Takatsugu Muramatsu,When Marnie Was There Soundtrack Music Collection,The Girl in the Blue Window,53,57226,False,0.246,0.103,2,-24.539,1,0.0387,0.895,0.903,0.121,0.165,85.744,3,anime
5822,569CIAcWLW3UzwrmGuZx8l,Kijugo,Polaris but is it okay if it's lofi?,Polaris but is it okay if it's lofi?,44,119586,False,0.867,0.272,11,-13.916,0,0.275,0.228,0.919,0.157,0.557,145.039,4,anime
5823,6DCOPYnwHSpJ0GCKaXdjn5,ReoNa,forget-me-not,forget-me-not,53,266560,False,0.452,0.918,5,-3.865,1,0.104,0.0044,1.14e-06,0.307,0.509,148.032,4,anime
5824,0o7ArBihcyH8nv4Bhfb2uM,kobasolo;kopi,Clumsy,Haru ni yuraredo kimi omou,49,253480,False,0.612,0.939,1,-2.427,1,0.0689,0.0142,8.59e-05,0.118,0.694,149.007,4,anime
5825,3ixFouonAtRdwg4FiVN9z9,jon-YAKITORY;Ado,AntiSystem's,AntiSystem's,55,211683,False,0.533,0.959,1,-3.933,1,0.159,0.0125,0.0,0.321,0.593,94.956,4,anime
5826,4v1EzxLxaKMBC3vwkegyIx,Kainbeats;softy,Finding Beauty,Cloudy Springs,55,145429,False,0.574,0.0863,9,-23.725,1,0.0387,0.952,0.919,0.0852,0.193,136.11,4,anime
5827,5SHguvOUbyPTINNjCvRo8K,Mrs. GREEN APPLE,"Love me, Love you",春愁,65,183800,False,0.724,0.444,10,-4.903,1,0.0412,0.0121,0.0,0.123,0.739,129.962,4,anime
5828,4lHhlaay5sKaj3rcAHuwxb,sweet ARMS,選んでデート・ア・ライブ 〜DATE A LIVE BEST SELECTION〜,デート・ア・ライブ,48,280000,False,0.33,0.927,10,-2.217,1,0.0578,0.0956,1.56e-06,0.331,0.486,88.832,4,anime
5829,05XoZNL3OMdegGO0SnrHWD,Sakurakou K-ON Bu,"Fuwa Fuwa Time (From ""K-On!"")",Fuwa Fuwa Time,50,239000,False,0.366,0.982,4,-3.439,1,0.0893,0.0263,0.00147,0.144,0.42,180.171,4,anime
5830,13OOHdblP3IpX24DmidYeQ,LoFoxy;Sakura,Lofi Anime Beats,"Uso (From ""Fullmetal Alchemist: Brotherhood"")",42,115142,False,0.764,0.122,11,-20.667,0,0.0416,0.965,0.918,0.0981,0.159,140.065,4,anime
5831,76cUb9qc2hTwV5MV5xpvnK,Satoshi Takebe,From Up On Poppy Hill Soundtrack,Reminiscence,53,122600,False,0.448,0.0743,5,-22.274,1,0.112,0.992,0.818,0.0921,0.204,76.798,4,anime
5832,39TMgQ5mAFp40OJQP1x6vg,Samuel Kim,Dreamworks Epic Collection,Kai's Theme & Agni Kai,45,146870,False,0.301,0.75,0,-7.337,1,0.0663,0.0655,0.734,0.0935,0.328,138.373,4,anime
5833,21YiaS85ngOoYT773cMFlW,Yugo Kanno,JOJO'S BIZARRE ADVENTURE -Diamond is unbreakable O.S.T Vol.2 -Good Night Morioh Cho- Music by Yugo Kanno,Killer,51,183906,False,0.558,0.0578,8,-19.907,1,0.0337,0.921,0.961,0.0954,0.0575,80.021,4,anime
5834,6ZClqpO7xwaNmidrmyLV5S,Rustage;McGwire,Eyes On Me (Eren Jaeger Rap),Eyes On Me (Eren Jaeger Rap),43,225276,False,0.636,0.81,8,-4.499,1,0.442,0.262,0.0,0.281,0.297,162.977,4,anime
5835,7AInQo43ViMmcpWRfKcqsH,Kato,Anime & Chill 2,Pokémon Theme,45,99077,False,0.658,0.489,7,-13.587,0,0.0302,0.403,0.893,0.139,0.48,130.048,4,anime
5836,1ovr8NrhUZWz64ZM1bfbzG,Otaku,Anime Lofi Vol. 2,Sign (Naruto Shippuden),51,117203,False,0.604,0.203,0,-16.073,0,0.0439,0.502,0.837,0.135,0.454,79.998,4,anime
5837,6jqvbCajA0NIkVADIFnNrT,Daddyphatsnaps,Cyber Psycho (Cyberpunk Edgerunners),Cyber Psycho (Cyberpunk Edgerunners),51,182024,False,0.621,0.617,11,-10.234,1,0.374,0.0336,5.67e-06,0.116,0.514,87.404,4,anime
5838,0fp5eToibSlsPu10KsnyoT,Rustage;NerdOut;Lex Bratcher;Shao Dow,"Turn it Up (Team 7 Rap) [feat. NerdOut, Lex Bratcher & Shao Dow]","Turn it Up (Team 7 Rap) [feat. NerdOut, Lex Bratcher & Shao Dow]",40,215135,False,0.775,0.807,8,-1.754,1,0.131,0.145,0.0,0.15,0.202,157.099,4,anime
5839,6XI4iISkO6e6HIU4Dsj4K7,WANDS,抱き寄せ 高まる 君の体温と共に,Just a Lonely Boy ~WANDS 第5期 ver.~,33,265453,False,0.601,0.896,11,-5.461,0,0.0447,0.0218,0.0,0.243,0.606,108.062,4,anime
5840,07cpQbAMNXCfpSkq7RZYLj,Ricardo Silva,Música de las Sagas de Dragón Ball,"Sola Nunca Estarás (Caprichosa) [Ending ""D.B. G T.""]",33,237640,False,0.743,0.889,1,-3.59,1,0.0303,0.282,0.0,0.0833,0.918,131.982,4,anime
5841,5lfCgdeIVycpIvfx3ppeb1,Miyakawa-kun,RÉBECCA,略奪,33,302680,False,0.515,0.905,5,-4.62,0,0.0838,0.00232,0.0,0.157,0.899,116.037,4,anime
5842,2ANmhNvbK5yoT0Ut4xyN6R,Miliyah,M BEST,ディア ロンリーガール,34,210546,False,0.658,0.709,0,-6.923,0,0.0733,0.0429,0.0,0.165,0.213,189.095,4,anime
5843,4mFOAfQQZ1U3NVBoamJfGR,ENHYPEN,DIMENSION : ANSWER,Outro : Day 2,50,112289,False,0.36,0.586,9,-7.536,1,0.036,0.0752,0.0889,0.0835,0.0368,89.831,4,anime
5844,0MBIidXUyktEmdEhGQIec7,MegaR,Baki Rap. El Campeón,Baki Rap. El Campeón,34,169097,False,0.642,0.849,0,-7.165,1,0.423,0.467,0.0,0.0888,0.807,89.856,4,anime
5845,70mFYCUkdIQwjP7g4GVrsu,Keyblade,Yūgen,Yūgen,33,251846,False,0.728,0.74,4,-9.726,0,0.189,0.462,0.0,0.0534,0.886,94.915,4,anime
5846,6VnTOHM8MGLkRuaY9Pt7BH,Bastiancortesxv,Wolf in Sheep's Clothing,Wolf in Sheep's Clothing,33,187977,False,0.623,0.8,11,-7.997,0,0.0863,0.0694,0.0,0.0843,0.616,173.168,4,anime
5847,1R1vXeXn2ABnDd5SJHOXEF,Nattalia Sarria,Anime Music Collection,"Luz de Luna (From ""Sailor Moon"")",33,171326,False,0.603,0.927,5,-6.999,0,0.0461,0.0743,0.0,0.56,0.755,140.048,4,anime
5848,10RfOpNojeT8HkxqLQ4GJW,Mauren Mendo,"Star Talent Anime Concert, Vol. 1",Blue Dream,33,251440,False,0.467,0.486,5,-10.832,1,0.035,0.347,1.43e-05,0.105,0.232,142.297,4,anime
5849,0jWZdFBDF90o1GaDqfsCLF,MegaR,Pilares Rap. Los Guardianes de la Noche,Pilares Rap. Los Guardianes de la Noche,34,347322,False,0.779,0.815,6,-7.596,0,0.264,0.3,0.0,0.159,0.489,109.903,4,anime
5850,4hKUNjXvTRp1Xpv9n4O8IK,SID,レイン,レイン,49,256213,False,0.597,0.793,1,-4.829,0,0.0272,0.0271,0.0,0.134,0.641,94.996,4,anime
5851,1sHawfDbXKcxK7xNxBtmgg,Yasuharu Takanashi;YAIBA,NARUTO-ナルト- 疾風伝 オリジナル・サウンドトラック Ⅲ,うちはイタチ,43,134266,False,0.471,0.941,7,-7.538,1,0.0826,7.31e-05,0.911,0.348,0.392,156.052,4,anime
5852,65ZhSwcvyecq728ReuzS7g,Hideki Taniuchi,DEATH NOTE Original Soundtrack,Taikutsu,44,127080,False,0.723,0.275,1,-8.247,1,0.118,0.609,0.835,0.111,0.186,160.056,4,anime
5853,66bK78V5FvJcxdLncAwZ8Q,Kensuke Ushio,DEVILMAN crybaby (Original Soundtrack),Crybaby,46,249333,False,0.172,0.371,11,-10.516,0,0.033,0.904,0.921,0.107,0.101,63.998,4,anime
5854,04rQMy0kPLdMyIeK5oyg1g,Hitorie,3分29秒,3分29秒,52,210968,False,0.489,0.914,11,-3.363,0,0.114,0.00624,0.0,0.325,0.692,101.27,4,anime
5855,6IRxsf4hUTLzVeXb8PhiGs,Torby Brand,Your Lie in April - Music of the Heart,Again,39,153670,False,0.617,0.26,5,-14.363,1,0.0373,0.986,0.871,0.115,0.104,94.023,4,anime
5856,6JygrgxtMOiBWG4QJrDiTB,PianoDeuss,Kioku (Yosuga No Sora Original Soundtrack),Kioku (Yosuga No Sora Original Soundtrack),41,196960,False,0.427,0.0419,11,-26.576,0,0.0517,0.984,0.864,0.175,0.198,108.137,4,anime
5857,5DvUv3UT3KcH3IhNOTfiPF,美波,DROP,DROP,50,302356,False,0.553,0.877,1,-5.027,1,0.0488,0.0533,7.52e-05,0.322,0.541,91.609,4,anime
5858,3xNkAPQUeEyLsh3zFAgNjm,Yoshihisa Hirano,DEATH NOTE Original Soundtrack Ⅱ,Low of Solipsism Ⅱ,34,102000,False,0.635,0.533,2,-9.47,0,0.0349,0.946,0.574,0.0614,0.32,132.144,4,anime
5859,3sFdaHo9D3hfiFt2wVi6a5,Kenshi Yonezu,M八七,M八七,65,263120,False,0.633,0.719,1,-8.329,1,0.0418,0.3,2.23e-05,0.34,0.334,112.013,4,anime
5860,1OA144pXkdPDAdp8nm14Pk,majiko,アイロニ,アイロニ,44,246906,False,0.618,0.703,2,-3.832,1,0.0313,0.0182,0.0,0.0892,0.418,90.001,4,anime
5861,31A3fFQivbhGo9aJQQCdtP,SCANDAL,BEST★SCANDAL,少女S,54,191506,False,0.588,0.881,11,-2.57,1,0.0304,0.00476,6.79e-06,0.0752,0.887,135.786,4,anime
5862,2m2HiaiQeTVrLjC4g2KzOz,yanaginagi,ユキトキ,ユキトキ,44,269880,False,0.436,0.888,5,-2.839,1,0.0945,0.0957,0.0,0.116,0.637,164.971,4,anime
5863,6c6WreivKNC4zXb00lUJtI,NICO Touches the Walls,マシ・マシ,マシ・マシ,50,247960,False,0.641,0.885,10,-3.046,1,0.0403,0.0886,0.0,0.293,0.866,101.99,4,anime
5864,1iPHE585l3CwihqF65B45W,yanaginagi,エウアル,ユキトキ,49,268920,False,0.437,0.89,5,-3.043,1,0.108,0.0921,0.0,0.122,0.628,164.946,4,anime
5865,0id1qkWX2s92QjBJcQZj8r,Joe Hisaishi,Spirited Away Soundtrack,The Sixth Station,57,218240,False,0.304,0.0463,4,-25.773,0,0.0353,0.879,0.803,0.0923,0.0392,77.936,4,anime
5866,1hoQxGi3ujVYUzQDhXfvkN,FLOW,FLOW THE BEST 〜Single Collection〜,Re:member,55,199560,False,0.404,0.901,8,-5.991,0,0.0616,0.0035,0.0,0.0924,0.715,171.948,4,anime
5867,22sQUmLhT8umlEhQzDrzfJ,Reol,第六感,第六感,60,191624,False,0.675,0.959,7,-1.754,1,0.0835,0.00893,8.48e-05,0.325,0.835,134.017,4,anime
5868,5QOEvQ6z99KqGKGxz1yk6B,Palademix;Nostalgic,Anime Lofi Beats,"Unravel (From ""Tokyo Ghoul"")",41,168000,False,0.695,0.221,7,-19.067,0,0.0415,0.951,0.806,0.356,0.183,104.996,4,anime
5869,60iYkEAcSpAFcsjRrgTlrc,LiSA,明け星 / 白銀,明け星,50,269000,False,0.389,0.867,1,-3.604,1,0.048,0.000303,0.0,0.347,0.215,94.952,4,anime
5870,3CrLoLfSwNqZGbSDupVUdu,CHiCO with HoneyWorks,世界はiに満ちている,プライド革命,55,235586,False,0.328,0.937,1,-2.249,0,0.36,0.00528,5.73e-05,0.365,0.514,184.696,4,anime
5871,3Bl9pbEgCoSnm50nG93bvL,Eir Aoi,FRAGMENT (Special Edition),アイリス,52,247426,False,0.59,0.893,9,-2.632,0,0.0482,0.0997,0.0,0.278,0.701,129.048,4,anime
5872,7ml6NhIU4YiIeAtog31ZF1,Khantrast;Junoflo,Big Stunna,Big Stunna,53,144917,True,0.884,0.804,7,-6.923,1,0.15,0.162,0.0,0.151,0.835,105.944,4,anime
5873,09k2CzqdF7nOqqfCuvGqqd,Rustage;Shwabadi;Connor Quest!,Legend,Legend,38,204812,False,0.771,0.959,7,-3.486,1,0.257,0.639,0.0,0.102,0.633,150.022,4,anime
5874,3TeMXdcKef8xeWrjepm2IP,MY FIRST STORY,King & Ashley,King & Ashley,51,203786,False,0.528,0.957,5,-4.358,1,0.11,0.000127,0.0,0.119,0.444,107.556,4,anime
5875,185espHo2bItrvYrUUkDhe,sumika,Fanfare / Shunkashuto,ファンファーレ,45,182493,False,0.63,0.945,3,-2.354,1,0.0487,0.0282,0.0,0.255,0.715,109.092,4,anime
5876,3E5HwkuvaaW60z6lLHj5D4,Aimer,オアイコ,オアイコ,60,234541,False,0.64,0.718,1,-5.088,1,0.0649,0.0629,0.0,0.0946,0.735,92.989,4,anime
5877,6ov7dWfxJsadTqkGZbmKOI,Nanawoakari,恋愛脳,恋愛脳,52,189839,False,0.682,0.941,0,-3.294,1,0.0371,0.0289,0.00899,0.25,0.922,156.099,4,anime
5878,1Wp4M3MxgeqI7VZ20Z7Q9h,Rustage;Shwabadi;Connor Quest!,Bound by Blood,Bound by Blood,44,193440,False,0.821,0.907,4,-3.964,0,0.261,0.355,0.0,0.0859,0.471,125.039,4,anime
5879,7fgA5gjOjGlsIPLbUFvHDb,大原ゆい子,TVアニメ『無職転生 ~異世界行ったら本気だす~』Theme Song Collection,旅人の唄,43,264087,False,0.404,0.668,10,-5.746,0,0.0303,0.0137,0.000326,0.123,0.495,136.98,3,anime
5880,1CtAWXSsXyF8jXHoFs7ITx,Rustage;Shwabadi;Connor Quest!;Kiwwi,Unholy God,Unholy God,43,184153,True,0.751,0.904,1,-4.367,1,0.23,0.125,0.000122,0.118,0.457,146.034,4,anime
5881,5SGesS47gTWra708Z5LhVe,jon-YAKITORY;Ado,Rasen,Rasen,55,231247,False,0.672,0.761,4,-2.804,0,0.0489,0.0109,0.0,0.0846,0.302,104.964,4,anime
5882,5phqPWGuBctKI3eNxsJvaN,BigRicePiano,Stories in the Rain,A Bitter Rain,49,230639,False,0.356,0.0217,10,-32.216,0,0.0568,0.991,0.864,0.264,0.183,173.716,3,anime
5883,3rysOpH29UDtPpv5W2pzWZ,高木さん(CV:高橋李依),からかい上手の高木さん Cover song collection,小さな恋のうた,49,247017,False,0.759,0.713,6,-5.281,1,0.0299,0.204,0.0129,0.259,0.607,102.513,4,anime
5884,20hq7nXNC6sy3M636qTMI7,Kato,Zelda Vibes,Song of Storms,44,103705,False,0.76,0.366,5,-8.91,1,0.0479,0.837,0.907,0.0945,0.317,84.998,4,anime
5885,6dPU6KFKAPoRDi2fI2TQkk,Macaroni Empitsu,ハッピーエンドへの期待は,裸の旅人,35,213382,False,0.677,0.749,7,-3.505,0,0.0447,0.127,0.0,0.0594,0.649,92.948,4,anime
5886,5hdYHlf3e2x2XtWI8gr9mB,Eve;suis from Yorushika,Kaizin,Heikousen,48,279054,False,0.642,0.647,1,-5.699,1,0.0324,0.0329,0.0,0.137,0.295,120.964,4,anime
5887,2d7JGTzumONnK6cDD4Ttqc,Evan Call,VIOLET EVERGARDEN: Echo Through Eternity,Discovering the Past,36,170026,False,0.139,0.0401,4,-18.38,1,0.0429,0.973,0.851,0.09,0.0397,72.923,4,anime
5888,3yXUG6wZczeYgCE3L0z2pD,ENHYPEN,BORDER : DAY ONE,Intro : Walk the Line,52,108633,False,0.45,0.779,8,-5.327,0,0.0372,0.0147,0.000476,0.089,0.275,83.935,4,anime
5889,1i4VjLtf3rtqF1eBPPJe92,亜咲花,Natsuyume noisy,Natsuyume noisy,47,256200,False,0.465,0.938,6,-2.492,0,0.0948,0.0226,0.0,0.294,0.533,160.02,4,anime
5890,1jij5b2xsyFGDKfnkPfzZy,Ricardo Silva,Música de las Sagas de Dragón Ball,"Mi Corazón Encantado (Opening ""D.B. G T."")",33,215853,False,0.624,0.862,5,-4.802,1,0.041,0.0906,0.0,0.148,0.704,131.004,4,anime
5891,19eEiDedMPwhsCSVzoYKju,Mrs. GREEN APPLE,lovin',lovin',34,155906,False,0.44,0.94,11,-2.057,0,0.0711,0.037,0.0,0.31,0.858,123.413,4,anime
5892,2xPucpHodgAmFEwQjhJbq7,Macaroni Empitsu,hope,ボーイズ・ミーツ・ワールド,34,283466,False,0.616,0.742,1,-3.628,1,0.0395,0.206,0.0,0.349,0.765,142.066,4,anime
5893,0bS4HId35JIx1lPPevNqv3,MegaR,Torneo Raitai Rap (Yujiro vs Kaku),Torneo Raitai Rap (Yujiro vs Kaku),34,181815,False,0.592,0.863,5,-7.544,0,0.346,0.616,0.0,0.131,0.638,100.995,4,anime
5894,5Iy1akoqqAsC9Z1wRQczC2,MegaR,Barbablanca Rap. Leyenda del Mar,Barbablanca Rap. Leyenda del Mar,34,252110,False,0.687,0.922,9,-8.181,0,0.189,0.632,0.0,0.0796,0.311,92.044,4,anime
5895,5xpJazNlVwzu4D3AM9aIf4,Darckstar,Garou Miedo Cósmico vs Saitama Rap. Yin Yang,Garou Miedo Cósmico vs Saitama Rap. Yin Yang,34,555007,False,0.707,0.809,1,-6.09,1,0.419,0.435,0.0,0.126,0.622,88.123,4,anime
5896,7L3KzCJbfcpI17qsMS9WeA,Kballero Rap,Baki vs Mohammad Ali Jr. Torneo Raitai Rap,Baki vs Mohammad Ali Jr. Torneo Raitai Rap,34,165365,False,0.549,0.905,1,-4.344,1,0.333,0.599,0.0,0.307,0.742,87.255,4,anime
5897,77Gb2QwhSzHbKO2c3mqGCq,Doblecero,Rap de Uzui,Rap de Uzui,34,238344,False,0.83,0.75,11,-6.056,0,0.0781,0.0899,0.0,0.225,0.564,116.963,4,anime
5898,7FAjPbS7XPN7o79eqk2rb3,Adlomusic,Thor vs. Lu Bu,Thor vs. Lu Bu,34,259354,False,0.663,0.903,1,-5.288,0,0.131,0.325,0.0,0.153,0.24,93.004,4,anime
5899,0Hd5wtv6QZpuAq53922DDL,Bynmc;BenderCat,Sasaki Kojiro vs Poseidón Rap. Superación vs Perfección,Sasaki Kojiro vs Poseidón Rap. Superación vs Perfección,33,366106,False,0.658,0.907,1,-4.429,0,0.3,0.285,3.13e-05,0.0644,0.42,86.776,4,anime
5900,4rAzjtHqpKYZ9bVKMmaQLU,Ikimonogakari,桜咲く街物語,HANABI,53,266440,False,0.447,0.962,7,-2.219,1,0.164,0.0146,0.0,0.076,0.461,167.055,4,anime
5901,1m3qFOyT5u01Yd2WBVX0cI,Sukima Switch,LINE,LINE,51,280760,False,0.506,0.875,1,-6.264,1,0.0478,0.017,7.32e-06,0.167,0.306,130.009,3,anime
5902,09Zlx5f0RKF3zTzZg3Shjn,kurochuu.,red swan but it's lofi (attack on titan),red swan but it's lofi (attack on titan),41,156036,False,0.54,0.201,5,-20.203,1,0.0591,0.955,0.948,0.347,0.353,191.969,4,anime
5903,5pjMkwXntexxWFrk4k0KUx,Tha J-SQUAD;Remix Maniacs,Jiren's Power,Jiren's Power,38,206132,False,0.58,0.823,6,-7.548,1,0.0456,0.0134,0.0867,0.558,0.466,93.713,4,anime
5904,0aAzBVTjeTY83SlwoWCEfv,EGOIST,Departures - Anata Ni Okuru Ai No Uta,エウテルペ,44,228853,False,0.385,0.449,5,-9.432,0,0.0379,0.564,0.00101,0.0818,0.172,179.898,3,anime
5905,4jTagpQbVMfhgJNljUq4w5,Kenma,Fukashigi no Carte (Lofi Version),Fukashigi no Carte - Lofi Version,49,139500,False,0.832,0.316,2,-17.936,1,0.126,0.342,0.32,0.088,0.0972,119.964,4,anime
5906,2m6jds9zw9x5bgNXZrN4yg,Kensuke Ushio,"A Shape of Light ""A Silent Voice the Movie"" Original Soundtrack",lvs(var),46,85520,False,0.592,0.173,7,-20.698,1,0.0373,0.941,0.972,0.0947,0.433,69.999,4,anime
